program_label,borocode,county,census_tract,code,total_units,number_reported,est_total_occupied,diff_occupied_reported,people_total,id_100,in_floddplain_100,in_floodplain_100,id_500,in_floddplain_500,in_floodplain_500
Housing Choice Vouchers,2.0,Bronx County,7000.0,36005007000,105.0,83.0,90.3,7.299999999999997,191.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7100.0,36005007100,178.0,132.0,169.1,37.099999999999994,201.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7200.0,36005007200,137.0,109.0,115.08,6.079999999999998,175.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,7300.0,36005007300,178.0,140.0,153.07999999999998,13.079999999999984,307.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7400.0,36005007400,248.0,196.0,213.28,17.28,500.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7500.0,36005007500,439.0,343.0,381.93,38.93000000000001,829.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7600.0,36005007600,230.0,182.0,195.5,13.5,369.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,7700.0,36005007700,67.0,53.0,57.62,4.619999999999997,119.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7800.0,36005007800,207.0,164.0,175.95,11.949999999999989,391.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,7900.0,36005007900,178.0,137.0,158.42000000000002,21.420000000000016,303.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,8300.0,36005008300,270.0,209.0,240.3,31.30000000000001,462.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,8400.0,36005008400,49.0,39.0,41.65,2.6499999999999986,121.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,8500.0,36005008500,289.0,215.0,271.65999999999997,56.65999999999997,369.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,8600.0,36005008600,263.0,210.0,218.29,8.289999999999992,604.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,8700.0,36005008700,416.0,323.0,366.08,43.079999999999984,612.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,8900.0,36005008900,167.0,128.0,148.63,20.629999999999995,286.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,9000.0,36005009000,195.0,156.0,161.85,5.849999999999994,422.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,9200.0,36005009200,177.0,139.0,153.99,14.990000000000009,329.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,9300.0,36005009300,163.0,128.0,141.81,13.810000000000002,362.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,9600.0,36005009600,101.0,81.0,84.84,3.8400000000000034,191.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,9800.0,36005009800,294.0,229.0,255.78,26.78,485.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,11502.0,36005011502,219.0,169.0,194.91,25.909999999999997,461.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,11700.0,36005011700,99.0,77.0,87.12,10.120000000000005,145.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,11800.0,36005011800,15.0,12.0,12.75,0.75,34.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,11900.0,36005011900,178.0,140.0,153.07999999999998,13.079999999999984,335.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,12101.0,36005012101,180.0,136.0,165.6,29.599999999999994,239.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,12102.0,36005012102,40.0,31.0,35.2,4.200000000000003,66.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,12300.0,36005012300,379.0,294.0,333.52,39.51999999999998,638.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,12500.0,36005012500,220.0,170.0,195.8,25.80000000000001,457.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,12701.0,36005012701,91.0,69.0,82.81,13.810000000000002,140.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,12901.0,36005012901,256.0,197.0,227.84,30.840000000000003,409.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,13100.0,36005013100,329.0,253.0,292.81,39.81,490.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,13200.0,36005013200,106.0,83.0,91.16,8.159999999999997,198.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,13300.0,36005013300,52.0,40.0,46.800000000000004,6.800000000000004,95.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,13500.0,36005013500,115.0,89.0,101.2,12.200000000000003,238.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,13800.0,36005013800,16.0,13.0,13.44,0.4399999999999995,28.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,14100.0,36005014100,501.0,388.0,445.89,57.889999999999986,788.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,14300.0,36005014300,135.0,102.0,124.2,22.200000000000003,145.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,14400.0,36005014400,59.0,47.0,50.74,3.740000000000002,144.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,14500.0,36005014500,339.0,264.0,294.93,30.930000000000007,530.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,14701.0,36005014701,24.0,18.0,22.080000000000002,4.080000000000002,40.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,14702.0,36005014702,19.0,15.0,17.1,2.1000000000000014,29.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,14900.0,36005014900,380.0,295.0,334.4,39.39999999999998,577.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,15100.0,36005015100,331.0,254.0,297.90000000000003,43.900000000000034,572.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,15200.0,36005015200,48.0,38.0,41.28,3.280000000000001,92.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,15300.0,36005015300,241.0,188.0,209.67,21.669999999999987,420.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,15500.0,36005015500,115.0,90.0,100.05,10.049999999999997,166.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,15700.0,36005015700,453.0,342.0,416.76,74.75999999999999,717.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,15800.0,36005015800,145.0,129.0,127.6,-1.4000000000000057,147.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,15900.0,36005015900,56.0,43.0,49.28,6.280000000000001,116.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,16100.0,36005016100,143.0,108.0,130.13,22.129999999999995,209.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,16500.0,36005016500,85.0,65.0,75.65,10.650000000000006,120.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,16700.0,36005016700,154.0,119.0,137.06,18.060000000000002,277.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,16900.0,36005016900,67.0,51.0,60.300000000000004,9.300000000000004,100.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,17300.0,36005017300,285.0,225.0,245.1,20.099999999999994,438.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,17500.0,36005017500,362.0,276.0,325.8,49.80000000000001,572.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,17701.0,36005017701,178.0,139.0,154.85999999999999,15.859999999999985,370.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,17702.0,36005017702,243.0,188.0,216.27,28.27000000000001,445.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,17901.0,36005017901,194.0,155.0,164.9,9.900000000000006,263.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,17902.0,36005017902,183.0,145.0,155.54999999999998,10.549999999999983,226.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,18101.0,36005018101,92.0,72.0,80.96,8.959999999999994,167.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,18102.0,36005018102,96.0,76.0,81.6,5.599999999999994,133.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,18301.0,36005018301,160.0,127.0,134.4,7.400000000000006,218.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,18302.0,36005018302,133.0,104.0,115.71,11.709999999999994,171.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,18400.0,36005018400,35.0,28.0,29.75,1.75,60.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,18500.0,36005018500,549.0,416.0,499.59000000000003,83.59000000000003,839.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,18900.0,36005018900,398.0,314.0,342.28,28.279999999999973,580.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,19300.0,36005019300,298.0,237.0,253.29999999999998,16.299999999999983,509.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,19400.0,36005019400,53.0,42.0,45.58,3.5799999999999983,117.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,19500.0,36005019500,443.0,347.0,385.41,38.410000000000025,561.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,19700.0,36005019700,232.0,182.0,199.52,17.52000000000001,317.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,19900.0,36005019900,471.0,373.0,400.34999999999997,27.349999999999966,786.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,20000.0,36005020000,147.0,116.0,126.42,10.420000000000002,231.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,20100.0,36005020100,153.0,116.0,139.23000000000002,23.230000000000018,192.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,20200.0,36005020200,71.0,56.0,59.64,3.6400000000000006,122.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,20400.0,36005020400,101.0,80.0,85.85,5.849999999999994,150.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,20501.0,36005020501,344.0,272.0,292.4,20.399999999999977,564.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,20502.0,36005020502,146.0,116.0,122.64,6.640000000000001,227.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,20601.0,36005020601,54.0,43.0,45.36,2.3599999999999994,117.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,20900.0,36005020900,354.0,275.0,311.52,36.51999999999998,511.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21001.0,36005021001,479.0,377.0,411.94,34.94,654.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21002.0,36005021002,233.0,184.0,200.38,16.379999999999995,340.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21100.0,36005021100,348.0,270.0,306.24,36.24000000000001,547.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,21200.0,36005021200,88.0,70.0,74.8,4.799999999999997,106.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,21301.0,36005021301,49.0,39.0,41.16,2.1599999999999966,79.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21302.0,36005021302,465.0,364.0,404.55,40.55000000000001,727.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21501.0,36005021501,245.0,192.0,213.15,21.150000000000006,429.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21502.0,36005021502,436.0,340.0,379.32,39.31999999999999,631.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21601.0,36005021601,227.0,181.0,190.68,9.680000000000007,317.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21602.0,36005021602,149.0,118.0,126.64999999999999,8.649999999999991,221.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21700.0,36005021700,288.0,227.0,250.56,23.560000000000002,404.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21800.0,36005021800,240.0,190.0,204.0,14.0,430.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,21900.0,36005021900,84.0,67.0,70.56,3.5600000000000023,148.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,22000.0,36005022000,68.0,54.0,57.12,3.1199999999999974,105.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,22101.0,36005022101,192.0,148.0,170.88,22.879999999999995,301.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22102.0,36005022102,313.0,239.0,281.7,42.69999999999999,375.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22200.0,36005022200,88.0,69.0,74.8,5.799999999999997,137.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22300.0,36005022300,283.0,215.0,257.53000000000003,42.53000000000003,379.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,22401.0,36005022401,109.0,86.0,92.64999999999999,6.6499999999999915,144.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22403.0,36005022403,217.0,172.0,184.45,12.449999999999989,300.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22404.0,36005022404,172.0,136.0,146.2,10.199999999999989,230.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22500.0,36005022500,418.0,329.0,359.48,30.480000000000018,566.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,22701.0,36005022701,417.0,321.0,371.13,50.129999999999995,640.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22702.0,36005022702,102.0,79.0,89.76,10.760000000000005,135.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22703.0,36005022703,67.0,53.0,56.949999999999996,3.9499999999999957,85.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22800.0,36005022800,192.0,153.0,161.28,8.280000000000001,235.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,22901.0,36005022901,252.0,199.0,216.72,17.72,390.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,22902.0,36005022902,161.0,125.0,140.07,15.069999999999993,300.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23000.0,36005023000,84.0,66.0,72.24,6.239999999999995,136.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,23100.0,36005023100,57.0,45.0,47.879999999999995,2.8799999999999955,79.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23200.0,36005023200,79.0,63.0,67.14999999999999,4.1499999999999915,190.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,23301.0,36005023301,227.0,180.0,192.95,12.949999999999989,309.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23302.0,36005023302,153.0,120.0,133.10999999999999,13.109999999999985,229.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23501.0,36005023501,192.0,152.0,163.2,11.199999999999989,293.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23502.0,36005023502,230.0,182.0,195.5,13.5,331.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23600.0,36005023600,65.0,52.0,55.25,3.25,146.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,23702.0,36005023702,70.0,55.0,59.5,4.5,113.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23703.0,36005023703,280.0,217.0,246.4,29.400000000000006,390.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23704.0,36005023704,240.0,191.0,206.4,15.400000000000006,307.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23800.0,36005023800,99.0,79.0,84.14999999999999,5.1499999999999915,218.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,23900.0,36005023900,412.0,327.0,350.2,23.19999999999999,616.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,24000.0,36005024000,222.0,177.0,188.7,11.699999999999989,471.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,24100.0,36005024100,437.0,343.0,380.19,37.19,626.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,24300.0,36005024300,387.0,305.0,328.95,23.94999999999999,611.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,24400.0,36005024400,25.0,20.0,21.25,1.25,49.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,24501.0,36005024501,235.0,185.0,199.75,14.75,358.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,24502.0,36005024502,288.0,225.0,250.56,25.560000000000002,438.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,24700.0,36005024700,63.0,49.0,54.81,5.810000000000002,102.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,24800.0,36005024800,41.0,32.0,34.85,2.8500000000000014,79.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,25000.0,36005025000,18.0,14.0,15.48,1.4800000000000004,28.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,25100.0,36005025100,291.0,229.0,250.26,21.25999999999999,446.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,25200.0,36005025200,21.0,17.0,17.64,0.6400000000000006,47.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,25300.0,36005025300,354.0,279.0,304.44,25.439999999999998,541.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,25400.0,36005025400,18.0,14.0,15.12,1.1199999999999992,30.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,25500.0,36005025500,493.0,390.0,419.05,29.05000000000001,699.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,25600.0,36005025600,33.0,26.0,27.72,1.7199999999999989,51.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,25700.0,36005025700,127.0,101.0,107.95,6.950000000000003,185.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,26100.0,36005026100,19.0,15.0,15.77,0.7699999999999996,25.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26300.0,36005026300,431.0,341.0,366.34999999999997,25.349999999999966,647.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26400.0,36005026400,57.0,45.0,48.449999999999996,3.4499999999999957,104.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26500.0,36005026500,370.0,294.0,314.5,20.5,573.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26601.0,36005026601,58.0,46.0,49.3,3.299999999999997,86.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26602.0,36005026602,109.0,87.0,91.56,4.560000000000002,163.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26701.0,36005026701,173.0,137.0,147.04999999999998,10.049999999999983,246.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26702.0,36005026702,587.0,466.0,498.95,32.94999999999999,824.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,26900.0,36005026900,206.0,163.0,175.1,12.099999999999994,294.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,27300.0,36005027300,406.0,316.0,353.21999999999997,37.21999999999997,574.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,27401.0,36005027401,17.0,14.0,14.28,0.27999999999999936,38.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,27700.0,36005027700,125.0,99.0,106.25,7.25,203.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,27900.0,36005027900,115.0,92.0,96.6,4.599999999999994,166.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,28100.0,36005028100,18.0,15.0,15.299999999999999,0.29999999999999893,23.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,28300.0,36005028300,151.0,120.0,126.83999999999999,6.839999999999989,258.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,28500.0,36005028500,81.0,64.0,68.85,4.849999999999994,97.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,28700.0,36005028700,64.0,51.0,54.4,3.3999999999999986,89.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,28900.0,36005028900,96.0,76.0,80.64,4.640000000000001,116.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,30000.0,36005030000,105.0,83.0,89.25,6.25,183.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,30200.0,36005030200,32.0,25.0,27.2,2.1999999999999993,47.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,31000.0,36005031000,21.0,17.0,17.43,0.4299999999999997,53.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,31400.0,36005031400,16.0,13.0,13.28,0.27999999999999936,43.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,31600.0,36005031600,13.0,11.0,11.049999999999999,0.049999999999998934,24.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,32300.0,36005032300,17.0,13.0,14.96,1.9600000000000009,21.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,32400.0,36005032400,27.0,22.0,22.95,0.9499999999999993,55.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,32600.0,36005032600,24.0,19.0,20.64,1.6400000000000006,43.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,32800.0,36005032800,68.0,54.0,57.12,3.1199999999999974,99.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,33000.0,36005033000,138.0,110.0,117.3,7.299999999999997,211.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,33201.0,36005033201,116.0,92.0,97.44,5.439999999999998,162.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,33202.0,36005033202,131.0,104.0,110.03999999999999,6.039999999999992,206.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,33600.0,36005033600,224.0,174.0,194.88,20.879999999999995,308.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,33800.0,36005033800,146.0,116.0,124.1,8.099999999999994,236.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,34000.0,36005034000,100.0,80.0,85.0,5.0,164.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,34200.0,36005034200,49.0,39.0,41.16,2.1599999999999966,105.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,34300.0,36005034300,28.0,22.0,23.8,1.8000000000000007,70.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,34400.0,36005034400,34.0,27.0,28.56,1.5599999999999987,75.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,34500.0,36005034500,31.0,25.0,27.59,2.59,29.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,34800.0,36005034800,63.0,50.0,53.55,3.549999999999997,169.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,35000.0,36005035000,17.0,14.0,14.28,0.27999999999999936,45.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,35100.0,36005035100,30.0,24.0,25.2,1.1999999999999993,45.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,35600.0,36005035600,35.0,28.0,29.75,1.75,88.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,35800.0,36005035800,99.0,79.0,84.14999999999999,5.1499999999999915,219.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,35900.0,36005035900,394.0,311.0,338.84,27.839999999999975,527.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,36000.0,36005036000,31.0,25.0,26.04,1.0399999999999991,69.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36100.0,36005036100,213.0,169.0,178.92,9.919999999999987,375.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,36300.0,36005036300,1074.0,856.0,923.64,67.63999999999999,1849.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36400.0,36005036400,27.0,21.0,23.22,2.219999999999999,59.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,36501.0,36005036501,374.0,316.0,329.12,13.120000000000005,607.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36502.0,36005036502,187.0,143.0,168.3,25.30000000000001,299.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36700.0,36005036700,204.0,154.0,187.68,33.68000000000001,304.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36800.0,36005036800,36.0,29.0,30.599999999999998,1.5999999999999979,79.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36901.0,36005036901,282.0,226.0,242.52,16.52000000000001,480.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,36902.0,36005036902,350.0,278.0,294.0,16.0,659.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,37000.0,36005037000,47.0,37.0,39.949999999999996,2.9499999999999957,113.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,37100.0,36005037100,517.0,437.0,454.96,17.95999999999998,965.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,37200.0,36005037200,51.0,41.0,42.839999999999996,1.8399999999999963,83.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,37300.0,36005037300,530.0,400.0,487.6,87.60000000000002,776.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,37400.0,36005037400,216.0,169.0,190.08,21.080000000000013,276.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,37504.0,36005037504,225.0,174.0,198.0,24.0,373.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,37600.0,36005037600,68.0,54.0,57.12,3.1199999999999974,115.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,37800.0,36005037800,185.0,146.0,159.1,13.099999999999994,345.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,37900.0,36005037900,889.0,760.0,773.43,13.42999999999995,1965.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,38000.0,36005038000,280.0,217.0,246.4,29.400000000000006,500.0,,0,0,,0,0
