program_label,borocode,county,census_tract,code,total_units,number_reported,est_total_occupied,diff_occupied_reported,people_total,id_100,in_floddplain_100,in_floodplain_100,id_500,in_floddplain_500,in_floodplain_500
Housing Choice Vouchers,2.0,Bronx County,38100.0,36005038100,412.0,321.0,358.44,37.44,562.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,38200.0,36005038200,107.0,85.0,92.02,7.019999999999996,236.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,38301.0,36005038301,426.0,339.0,357.84,18.839999999999975,802.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,38302.0,36005038302,735.0,593.0,639.45,46.450000000000045,1449.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,38500.0,36005038500,347.0,273.0,298.42,25.420000000000016,736.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,38600.0,36005038600,228.0,182.0,196.07999999999998,14.079999999999984,464.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,38700.0,36005038700,208.0,165.0,178.88,13.879999999999995,313.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,38800.0,36005038800,64.0,50.0,55.04,5.039999999999999,181.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,38900.0,36005038900,135.0,107.0,114.75,7.75,240.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,39000.0,36005039000,163.0,130.0,138.54999999999998,8.549999999999983,355.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,39100.0,36005039100,421.0,330.0,362.06,32.06,684.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,39200.0,36005039200,31.0,25.0,26.349999999999998,1.3499999999999979,77.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,39300.0,36005039300,1023.0,818.0,910.47,92.47000000000003,1663.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,39400.0,36005039400,197.0,157.0,167.45,10.449999999999989,303.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,39500.0,36005039500,407.0,311.0,366.3,55.30000000000001,687.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,39600.0,36005039600,229.0,180.0,199.23,19.22999999999999,507.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,39700.0,36005039700,76.0,60.0,64.6,4.599999999999994,107.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,39800.0,36005039800,43.0,34.0,36.55,2.549999999999997,101.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,39901.0,36005039901,413.0,329.0,346.91999999999996,17.91999999999996,644.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,39902.0,36005039902,267.0,211.0,226.95,15.949999999999989,418.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40100.0,36005040100,248.0,197.0,210.79999999999998,13.799999999999983,383.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40302.0,36005040302,306.0,241.0,263.15999999999997,22.159999999999968,389.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40303.0,36005040303,378.0,298.0,325.08,27.079999999999984,481.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40304.0,36005040304,260.0,207.0,218.4,11.400000000000006,377.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40400.0,36005040400,66.0,52.0,56.1,4.100000000000001,160.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,40501.0,36005040501,213.0,169.0,181.04999999999998,12.049999999999983,311.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40502.0,36005040502,490.0,386.0,421.4,35.39999999999998,775.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40600.0,36005040600,134.0,106.0,113.89999999999999,7.8999999999999915,297.0,,0,0,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,40701.0,36005040701,202.0,160.0,171.7,11.699999999999989,280.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40702.0,36005040702,738.0,575.0,642.06,67.05999999999995,899.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40800.0,36005040800,170.0,135.0,144.5,9.5,238.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,40900.0,36005040900,201.0,146.0,194.97,48.97,265.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,41100.0,36005041100,278.0,218.0,239.07999999999998,21.079999999999984,359.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,41300.0,36005041300,430.0,337.0,369.8,32.80000000000001,567.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,41400.0,36005041400,145.0,115.0,123.25,8.25,236.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,41500.0,36005041500,345.0,274.0,293.25,19.25,465.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,41800.0,36005041800,191.0,150.0,166.17,16.169999999999987,270.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,41900.0,36005041900,419.0,330.0,360.34,30.339999999999975,564.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42000.0,36005042000,146.0,116.0,124.1,8.099999999999994,266.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42100.0,36005042100,391.0,310.0,332.34999999999997,22.349999999999966,543.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42200.0,36005042200,67.0,53.0,56.949999999999996,3.9499999999999957,148.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42300.0,36005042300,140.0,111.0,119.0,8.0,205.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42400.0,36005042400,41.0,32.0,35.26,3.259999999999998,91.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42500.0,36005042500,339.0,270.0,288.15,18.149999999999977,581.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42600.0,36005042600,67.0,53.0,57.62,4.619999999999997,186.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42800.0,36005042800,17.0,13.0,15.13,2.130000000000001,36.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42901.0,36005042901,224.0,178.0,188.16,10.159999999999997,325.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,42902.0,36005042902,257.0,204.0,221.02,17.02000000000001,389.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,43000.0,36005043000,16.0,13.0,13.44,0.4399999999999995,31.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,43100.0,36005043100,449.0,357.0,377.15999999999997,20.159999999999968,599.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,43400.0,36005043400,89.0,71.0,75.64999999999999,4.6499999999999915,202.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,43500.0,36005043500,79.0,61.0,70.31,9.310000000000002,142.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,43600.0,36005043600,29.0,23.0,24.94,1.9400000000000013,59.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,44200.0,36005044200,67.0,53.0,57.62,4.619999999999997,121.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,44400.0,36005044400,62.0,49.0,53.94,4.939999999999998,124.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,44800.0,36005044800,14.0,11.0,12.04,1.0399999999999991,38.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,45600.0,36005045600,43.0,35.0,36.98,1.9799999999999969,97.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,46000.0,36005046000,457.0,365.0,379.31,14.310000000000002,696.0,,0,0,,0,0
Housing Choice Vouchers,2.0,Bronx County,46201.0,36005046201,182.0,146.0,151.06,5.060000000000002,192.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,46202.0,36005046202,117.0,92.0,101.79,9.790000000000006,306.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,2.0,Bronx County,48400.0,36005048400,41.0,33.0,34.85,1.8500000000000014,102.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,2000.0,36047002000,17.0,13.0,15.3,2.3000000000000007,28.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,2200.0,36047002200,37.0,29.0,31.45,2.4499999999999993,59.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,2901.0,36047002901,171.0,137.0,141.93,4.930000000000007,160.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,3300.0,36047003300,34.0,26.0,30.94,4.940000000000001,48.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,3500.0,36047003500,48.0,37.0,43.2,6.200000000000003,48.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,3600.0,36047003600,41.0,33.0,35.26,2.259999999999998,46.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,3700.0,36047003700,23.0,17.0,21.16,4.16,29.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,3900.0,36047003900,21.0,16.0,19.53,3.530000000000001,16.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,4300.0,36047004300,24.0,18.0,22.56,4.559999999999999,24.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,5800.0,36047005800,30.0,24.0,25.2,1.1999999999999993,34.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,5900.0,36047005900,74.0,58.0,68.08,10.079999999999998,123.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,6200.0,36047006200,16.0,13.0,13.28,0.27999999999999936,19.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,6400.0,36047006400,34.0,27.0,28.56,1.5599999999999987,44.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,6600.0,36047006600,16.0,13.0,13.6,0.5999999999999996,21.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,6800.0,36047006800,27.0,21.0,23.76,2.7600000000000016,33.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,7200.0,36047007200,16.0,13.0,13.28,0.27999999999999936,22.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,7400.0,36047007400,24.0,19.0,20.4,1.3999999999999986,36.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,7600.0,36047007600,14.0,11.0,11.62,0.6199999999999992,17.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,7700.0,36047007700,21.0,15.0,20.16,5.16,38.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,7800.0,36047007800,62.0,48.0,55.18,7.18,97.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,8000.0,36047008000,45.0,35.0,39.6,4.600000000000001,53.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,8200.0,36047008200,36.0,28.0,31.32,3.3200000000000003,39.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,8800.0,36047008800,22.0,17.0,18.7,1.6999999999999993,26.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,9000.0,36047009000,22.0,17.0,18.7,1.6999999999999993,31.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,9200.0,36047009200,21.0,16.0,18.69,2.6900000000000013,24.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,9400.0,36047009400,28.0,22.0,23.8,1.8000000000000007,47.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,9600.0,36047009600,69.0,55.0,57.96,2.960000000000001,82.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,9800.0,36047009800,59.0,45.0,53.1,8.100000000000001,75.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,10000.0,36047010000,29.0,23.0,24.36,1.3599999999999994,33.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,10100.0,36047010100,18.0,14.0,15.84,1.8399999999999999,33.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,10200.0,36047010200,23.0,18.0,19.09,1.0899999999999999,28.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,10400.0,36047010400,15.0,12.0,13.05,1.0500000000000007,30.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,10800.0,36047010800,14.0,11.0,12.04,1.0399999999999991,19.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,11000.0,36047011000,15.0,12.0,13.35,1.3499999999999996,86.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,11200.0,36047011200,125.0,101.0,106.25,5.25,404.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,11400.0,36047011400,87.0,69.0,75.69,6.689999999999998,286.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,12200.0,36047012200,102.0,76.0,94.86,18.86,138.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,12600.0,36047012600,15.0,12.0,12.75,0.75,19.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,12700.0,36047012700,289.0,225.0,254.32,29.319999999999993,390.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,12902.0,36047012902,21.0,16.0,18.27,2.2699999999999996,18.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,13000.0,36047013000,15.0,12.0,12.45,0.4499999999999993,21.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,13100.0,36047013100,36.0,28.0,30.96,2.960000000000001,41.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,13200.0,36047013200,21.0,17.0,17.64,0.6400000000000006,30.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,14000.0,36047014000,29.0,23.0,24.65,1.6499999999999986,28.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,14100.0,36047014100,68.0,49.0,65.96,16.959999999999994,51.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,14300.0,36047014300,14.0,11.0,12.74,1.7400000000000002,16.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,14500.0,36047014500,18.0,14.0,15.48,1.4800000000000004,18.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,17800.0,36047017800,19.0,15.0,15.77,0.7699999999999996,21.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,17900.0,36047017900,57.0,43.0,51.300000000000004,8.300000000000004,80.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,18501.0,36047018501,65.0,47.0,63.699999999999996,16.699999999999996,47.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,19100.0,36047019100,29.0,23.0,25.23,2.2300000000000004,175.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,19200.0,36047019200,67.0,54.0,57.62,3.6199999999999974,253.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,19300.0,36047019300,139.0,103.0,133.44,30.439999999999998,219.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,19600.0,36047019600,21.0,17.0,17.849999999999998,0.8499999999999979,27.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,19900.0,36047019900,14.0,11.0,12.46,1.4600000000000009,16.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,20300.0,36047020300,66.0,48.0,64.67999999999999,16.679999999999993,51.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,20700.0,36047020700,29.0,22.0,25.81,3.8099999999999987,39.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,21000.0,36047021000,17.0,13.0,14.96,1.9600000000000009,22.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,21100.0,36047021100,59.0,43.0,57.23,14.229999999999997,49.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,21200.0,36047021200,14.0,11.0,11.9,0.9000000000000004,18.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,21300.0,36047021300,169.0,125.0,158.85999999999999,33.859999999999985,217.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,21400.0,36047021400,38.0,31.0,32.3,1.2999999999999972,187.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,21500.0,36047021500,80.0,68.0,70.4,2.4000000000000057,124.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,21600.0,36047021600,134.0,111.0,115.24,4.239999999999995,661.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,21700.0,36047021700,50.0,38.0,45.0,7.0,81.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,21800.0,36047021800,158.0,128.0,135.88,7.8799999999999955,686.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,21900.0,36047021900,27.0,21.0,23.76,2.7600000000000016,40.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,22000.0,36047022000,173.0,142.0,148.78,6.780000000000001,752.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,22100.0,36047022100,47.0,37.0,40.89,3.8900000000000006,67.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,22200.0,36047022200,280.0,227.0,240.79999999999998,13.799999999999983,1158.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,22400.0,36047022400,200.0,164.0,172.0,8.0,963.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,22600.0,36047022600,27.0,22.0,23.22,1.2199999999999989,160.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,22700.0,36047022700,32.0,24.0,29.44,5.440000000000001,40.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,22800.0,36047022800,91.0,74.0,78.26,4.260000000000005,420.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,22900.0,36047022900,59.0,45.0,53.1,8.100000000000001,89.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,23000.0,36047023000,145.0,118.0,124.7,6.700000000000003,679.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,23100.0,36047023100,23.0,17.0,21.39,4.390000000000001,31.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,23200.0,36047023200,256.0,207.0,220.16,13.159999999999997,1181.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,23300.0,36047023300,45.0,36.0,39.6,3.6000000000000014,227.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,23400.0,36047023400,198.0,162.0,170.28,8.280000000000001,808.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,23500.0,36047023500,184.0,148.0,160.08,12.080000000000013,1008.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,23600.0,36047023600,199.0,164.0,171.14,7.139999999999986,775.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,23800.0,36047023800,212.0,174.0,182.32,8.319999999999993,872.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,24000.0,36047024000,165.0,135.0,140.25,5.25,582.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,24100.0,36047024100,52.0,44.0,45.76,1.759999999999998,205.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,24200.0,36047024200,78.0,64.0,67.08,3.0799999999999983,378.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,24300.0,36047024300,122.0,97.0,102.47999999999999,5.47999999999999,129.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,24400.0,36047024400,83.0,68.0,71.38,3.3799999999999955,373.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,24500.0,36047024500,29.0,22.0,26.39,4.390000000000001,45.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,24600.0,36047024600,22.0,18.0,19.14,1.1400000000000006,93.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,24700.0,36047024700,23.0,17.0,21.39,4.390000000000001,37.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,24900.0,36047024900,46.0,35.0,42.32,7.32,67.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,25100.0,36047025100,413.0,330.0,342.78999999999996,12.789999999999964,922.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,25200.0,36047025200,86.0,68.0,73.1,5.099999999999994,83.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,25300.0,36047025300,43.0,34.0,38.27,4.270000000000003,90.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,25400.0,36047025400,17.0,14.0,14.28,0.27999999999999936,28.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,25700.0,36047025700,100.0,83.0,87.0,4.0,498.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,25800.0,36047025800,38.0,30.0,32.68,2.6799999999999997,51.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,25901.0,36047025901,38.0,30.0,33.44,3.4399999999999977,120.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26100.0,36047026100,122.0,92.0,111.02000000000001,19.02000000000001,178.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26300.0,36047026300,154.0,123.0,127.82,4.819999999999993,268.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26400.0,36047026400,24.0,19.0,20.4,1.3999999999999986,40.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26500.0,36047026500,269.0,209.0,236.72,27.72,510.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26600.0,36047026600,33.0,26.0,28.38,2.379999999999999,48.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26700.0,36047026700,48.0,37.0,43.2,6.200000000000003,60.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26800.0,36047026800,57.0,45.0,47.879999999999995,2.8799999999999955,71.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,26900.0,36047026900,25.0,19.0,23.25,4.25,26.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,27000.0,36047027000,42.0,33.0,35.699999999999996,2.6999999999999957,118.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,27100.0,36047027100,161.0,138.0,140.07,2.069999999999993,311.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,27200.0,36047027200,78.0,62.0,65.52,3.519999999999996,116.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,27400.0,36047027400,18.0,14.0,15.299999999999999,1.299999999999999,45.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,27500.0,36047027500,39.0,30.0,34.32,4.32,59.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,27600.0,36047027600,42.0,33.0,35.28,2.280000000000001,51.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,27700.0,36047027700,403.0,320.0,338.52,18.519999999999982,739.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,27800.0,36047027800,34.0,27.0,28.56,1.5599999999999987,33.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,27900.0,36047027900,44.0,34.0,39.6,5.600000000000001,89.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,28100.0,36047028100,54.0,42.0,47.52,5.520000000000003,82.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,28300.0,36047028300,62.0,47.0,56.42,9.420000000000002,99.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,28400.0,36047028400,48.0,38.0,39.839999999999996,1.8399999999999963,54.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,28600.0,36047028600,210.0,167.0,178.5,11.5,227.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,28700.0,36047028700,14.0,11.0,11.62,0.6199999999999992,19.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,28800.0,36047028800,58.0,46.0,48.72,2.719999999999999,76.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,28900.0,36047028900,33.0,25.0,29.7,4.699999999999999,43.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29000.0,36047029000,113.0,90.0,96.05,6.049999999999997,214.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29100.0,36047029100,36.0,28.0,30.96,2.960000000000001,58.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29200.0,36047029200,68.0,54.0,57.8,3.799999999999997,82.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29300.0,36047029300,71.0,56.0,61.06,5.060000000000002,121.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29500.0,36047029500,46.0,36.0,40.48,4.479999999999997,65.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,29600.0,36047029600,112.0,89.0,96.32,7.319999999999993,167.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29700.0,36047029700,258.0,214.0,224.46,10.460000000000008,552.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29800.0,36047029800,23.0,18.0,19.78,1.7800000000000011,38.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,29900.0,36047029900,48.0,38.0,40.8,2.799999999999997,82.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,30000.0,36047030000,62.0,49.0,52.699999999999996,3.6999999999999957,82.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,30100.0,36047030100,69.0,54.0,60.03,6.030000000000001,162.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,30300.0,36047030300,145.0,112.0,129.05,17.05000000000001,285.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,30400.0,36047030400,226.0,180.0,189.84,9.840000000000003,220.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,30500.0,36047030500,102.0,78.0,91.8,13.799999999999997,142.0,,0,0,,0,0
Housing Choice Vouchers,3.0,Kings County,30700.0,36047030700,48.0,37.0,42.72,5.719999999999999,89.0,,0,0,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,30800.0,36047030800,99.0,78.0,85.14,7.140000000000001,168.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,30900.0,36047030900,298.0,238.0,247.33999999999997,9.339999999999975,675.0,7848.0,1,1,0.0,1,1
Housing Choice Vouchers,3.0,Kings County,31100.0,36047031100,33.0,26.0,28.38,2.379999999999999,55.0,7848.0,1,1,0.0,1,1
